Num_Acc;catr;circ;nbv;vosp;prof;plan;larrout;surf;infra;situ;vma
202200011195;4;1;1;2;1;1; -1;1;0;1;30
202200011196;4;-1;2;1;1;1; -1;1;5;1;50
202200011197;3;2;2;0;2;1; -1;1;0;1;90
202200011198;4;2;2;0;1;1; -1;1;0;1;50
202200011199;4;-1;2;3;1;1; -1;1;0;4;30
202200011200;3;2;4;0;1;1; -1;1;0;1;50
202200011201;3;2;2;0;1;1; -1;1;0;1;80
202200011202;4;2;4;0;1;1; -1;1;0;1;30
202200011203;4;2;2;0;1;1; -1;1;0;1;30
202200011204;3;2;2;0;2;1; -1;1;0;1;80
202200011205;4;1;2;0;1;1; -1;1;0;1;30
202200011206;4;2;2;0;1;1; -1;1;0;1;30
202200011207;4;2;2;0;1;2; -1;2;0;3;80
202200011208;4;2;2;0;1;1; -1;1;0;1;50
202200011209;4;1;2;0;1;1; -1;1;0;1;30
202200011210;4;3;2;0;1;2; -1;1;0;1;50
202200011211;3;2;2;0;1;1; -1;2;0;1;50
202200011212;4;2;1;1;1;1; -1;1;0;1;30
202200011213;4;2;2;0;2;1; -1;2;0;1;50
202200011214;4;2;2;0;2;1; -1;1;0;1;30
202200011215;2;3;4;0;2;1; -1;1;0;3;-1
202200011216;4;1;1;0;1;1; -1;1;0;1;30
202200011217;4;2;5;1;1;1; -1;2;0;5;30
202200011218;7;2;2;0;1;1; -1;1;0;1;50
202200011219;3;1;1;0;1;3; -1;1;5;1;50
202200011220;3;1;1;0;1;1; -1;1;8;1;30
202200011221;3;2;2;0;4;3; -1;2;0;1;80
202200011222;4;2;3;0;2;3; -1;2;0;1;50
202200011223;3;2;3;3;1;1; -1;1;0;1;50
202200011224;3;2;2;0;1;1; -1;1;0;1;50
202200011225;3;2;2;0;1;1; -1;2;0;1;80
202200011226;4;2;3;1;1;1; -1;1;0;1;50
202200011227;9;1;2;0;2;2; -1;2;0;1;50
202200011228;4;1;1;2;1;1; -1;1;0;1;50
202200011229;4;3;2;0;1;1; -1;1;0;1;50
202200011230;3;1;2;0;1;1; -1;1;1;1;50
202200011231;3;-1;3;0;1;1; -1;1;0;1;70
202200011232;3;2;2;0;1;1; -1;1;0;1;90
202200011233;6;-1; -1;0;1;1; -1;1;9;1;20
202200011234;3;2;2;0;1;1; -1;2;5;1;50
202200011235;3;2;2;0;1;1; -1;1;0;1;50
202200011236;3;2;2;0;1;1; -1;1;0;1;80
202200011237;4;2;2;2;1;1; -1;1;0;1;50
202200011238;4;2;2;0;2;1; -1;1;0;1;50
202200011239;4;1;1;0;1;1; -1;1;0;1;30
202200011240;3;3;4;0;1;1; -1;1;0;1;50
202200011241;3;2;2;0;1;1; -1;1;0;1;80
202200011242;1;1;3;0;1;1; -1;1;0;1;90
202200011243;3;2;2;0;1;1; -1;2;0;8;50
202200011244;3;3;5;1;1;1; -1;1;0;1;50
202200011245;4;2;2;0;1;1; -1;1;0;1;70
202200011246;3;3;2;0;2;2; -1;2;9;3;90
202200011247;4;2;2;0;1;1; -1;2;0;1;50
202200011248;1;1;3;0;1;1; -1;1;1;1;110
202200011249;3;2;4;1;1;1; -1;1;0;1;50
202200011250;4;2;2;0;1;1; -1;2;0;1;50
202200011251;1;-1;4;0;1;3; -1;8;0;1;110
202200011252;4;2;2;0;1;1; -1;1;0;1;50
202200011253;3;2;2;0;1;1; -1;1;0;1;70
202200011254;3;2;4;3;1;1; -1;1;0;6;50
202200011255;1;-1;4;0;1;1; -1;2;0;1;110
202200011256;4;2;0;0;1;1; -1;1;0;1;50
202200011257;4;1;1;1;1;1; -1;1;6;5;30
202200011258;2;2;3;0;1;2; -1;1;5;1;50
202200011259;1;-1;6;0;1;1; -1;1;1;1;70
202200011260;2;3;8;1;1;1; -1;1;5;1;50
202200011261;3;2;3;0;1;1; -1;1;0;1;70
202200011262;1;1;3;0;1;1; -1;1;1;1;70
202200011263;4;2;2;0;1;1; -1;1;0;1;30
202200011264;4;2;2;0;1;1; -1;2;0;1;30
202200011265;2;2;2;2;1;3; -1;1;0;1;60
202200011266;1;3;3;0;1;1; -1;1;1;1;90
202200011267;3;1;2;0;1;1; -1;1;0;1;30
202200011268;4;2;2;0;1;1; -1;1;0;1;50
202200011269;1;1;2;0;1;1; -1;1;9;1;130
202200011270;3;2;2;0;1;2; -1;1;0;3;70
202200011271;1;3;6;0;1;1; -1;1;0;1;110
202200011272;4;2;2;0;1;1; -1;1;0;1;50
202200011273;4;2;2;0;1;2; -1;1;0;1;80
202200011274;2;2;2;0;2;1; -1;1;0;4;50
202200011275;1;3;8;0;1;1; -1;2;0;1;90
202200011276;3;2;2;0;1;3; -1;1;0;3;70
202200011277;4;2;2;0;2;1; -1;1;0;4;50
202200011278;1;3;4;0;1;1; -1;3;2;3;130
202200011279;3;2;2;0;1;2; -1;2;2;8;50
202200011280;4;2;2;0;1;3; -1;1;0;3;110
202200011281;1;3;4;0;1;1; -1;1;0;1;70
202200011282;1;1;5;0;2;1; -1;2;2;1;130
202200011283;4;2;2;0;2;2; -1;1;5;1;30
202200011284;2;2;2;0;1;1; -1;1;0;3;90
202200011285;2;3;4;0;1;1; -1;1;0;1;90
202200011286;3;2;2;0;4;2; -1;1;0;1;70
202200011287;3;2;2;0;1;2; -1;1;0;3;80
202200011288;3;2;2;0;1;1; -1;2;0;4;30
202200011289;1;3;5;0;1;1; -1;1;0;1;90
202200011290;9;1;1;0;1;1;3;1;5;1;50
202200011291;3;3;2;0;1;1; -1;2;0;4;50
202200011292;4;1;2;0;3;1; -1;1;0;1;50
202200011293;2;2;2;0;1;1; -1;1;0;1;80
202200011294;3;2;2;0;2;3; -1;1;0;8;80
202200011295;3;2;2;0;1;1; -1;2;0;1;70
202200011296;3;2;2;0;1;1; -1;1;0;1;50
202200011297;3;2;2;0;4;3;"5;8";1;0;1;80
202200011298;2;3;4;0;1;1; -1;1;0;1;90
202200011299;4;1;1;0;1;1; -1;1;9;1;50
202200011300;7;2;2;0;1;3; -1;1;0;1;80
202200011301;3;2;2;0;1;1; -1;2;0;1;80
202200011302;3;1;1;0;1;1;3;1;9;6;-1
202200011303;1;-1;2;0;2;1; -1;1;0;1;90
202200011304;3;2;2;0;1;1; -1;2;0;4;50
202200011305;3;2;1;0;2;2; -1;1;0;1;50
202200011306;4;2;2;0;1;1;4;1;0;1;50
202200011307;3;2;2;0;2;1;"5;5";1;0;1;90
202200011308;3;2;2;0;2;3; -1;2;0;1;90
202200011309;7;2;2;0;2;3; -1;1;0;8;70
202200011310;4;2; -1;0;2;2; -1;1;0;1;50
202200011311;3;2;2;0;1;1;"6;5";1;0;1;80
202200011312;7;2;2;0;1;1; -1;2;0;1;30
202200011313;1;3;5;0;1;1; -1;1;0;1;-1
202200011314;3;2;2;0;1;1; -1;1;0;1;70
202200011315;4;2;2;0;1;1; -1;1;0;1;50
202200011316;4;2;1;0;1;1;0;1;0;4;50
202200011317;3;2;2;1;2;1; -1;2;0;1;50
202200011318;4;2;2;0;1;1;"5;5";1;0;1;50
202200011319;3;2;2;0;3;1;4;1;0;1;80
202200011320;3;1;2;0;1;4; -1;1;3;1;50
202200011321;1;3;3;0;1;1; -1;1;0;1;90
202200011322;3;1;1;0;1;1; -1;1;0;1;30
202200011323;4;1;2;0;2;2; -1;1;0;1;50
202200011324;4;3;2;0;2;1; -1;1;0;1;50
202200011325;1;1;2;0;1;1; -1;1;0;1;90
202200011326;1;1;3;0;2;1; -1;1;0;1;90
202200011327;4;1;2;0;1;1; -1;1;5;1;50
202200011328;4;2;2;0;1;1; -1;1;0;1;50
202200011329;3;2;2;0;1;1; -1;1;0;1;50
202200011330;2;3;4;0;1;1; -1;1;0;1;50
202200011331;4;2;4;0;1;4; -1;1;5;8;50
202200011332;3;2;2;0;1;2; -1;1;0;1;80
202200011333;3;2;0;0;1;1; -1;1;0;1;50
202200011334;3;2;2;0;1;1;4;1;5;1;50
202200011335;2;3;4;0;1;1; -1;1;0;1;90
202200011336;1;1;2;0;2;2; -1;2;0;1;50
202200011337;3;2;2;0;1;1; -1;1;5;1;80
202200011338;3;2;1;0;1;1; -1;1;0;1;50
202200011339;1;1;2;0;1;2; -1;2;3;1;70
202200011340;3;2;2;0;2;1; -1;1;0;3;80
202200011341;1;3;4;0;2;3; -1;2;0;1;90
202200011342;4;2;2;2;2;1; -1;1;-1;1;50
202200011343;3;2;2;0;1;1; -1;1;0;3;80
202200011344;2;3;4;0;1;2; -1;2;0;1;50
202200011345;3;2;2;0;2;2; -1;1;0;1;70
202200011346;3;2;2;0;1;1; -1;2;0;3;90
202200011347;2;3;2;0;3;2; -1;2;2;1;90
202200011348;4;2;2;0;1;1; -1;1;9;1;30
202200011349;4;2;2;0;1;1;"5;5";1;0;1;30
202200011350;2;3;6;0;1;1; -1;1;0;1;90
202200011351;3;2;2;0;1;1; -1;1;0;3;50
202200011352;4;1;2;0;1;1; -1;1;0;1;50
202200011353;1;-1; -1;0;1;1; -1;1;0;1;110
202200011354;4;-1;0;0;1;1; -1;2;0;1;50
202200011355;4;1;2;1;1;1; -1;1;0;1;50
202200011356;4;2;2;0;1;1; -1;1;0;1;50
202200011357;4;3;4;0;1;1; -1;1;6;1;30
202200011358;3;2;2;2;1;1; -1;2;0;1;50
202200011359;3;2;2;0;1;1; -1;1;0;1;90
202200011360;4;2;2;0;1;3; -1;1;0;8;80
202200011361;4;2;1;0;4;2; -1;1;0;1;50
202200011362;4;1;1;0;2;1; -1;2;0;4;30
202200011363;4;2;2;0;1;1; -1;2;0;1;50
202200011364;3;2;2;0;1;1;"5;5";1;0;1;80
202200011365;4;2;2;0;2;4; -1;1;0;1;50
202200011366;3;2;2;0;1;1; -1;2;0;1;50
202200011367;4;2;2;0;1;1; -1;1;0;1;50
202200011368;4;2;2;0;2;4; -1;1;0;1;90
202200011369;7;2;2;0;2;2; -1;2;0;1;50
202200011370;4;2;2;0;1;1; -1;1;0;1;50
202200011371;3;2;3;2;1;1; -1;2;0;5;50
202200011372;2;2;2;0;1;2; -1;1;5;3;70
202200011373;7;2;2;0;2;1; -1;1;0;1;50
202200011374;4;-1;2;0;1;1; -1;1;0;1;50
202200011375;3;2;4;0;1;1; -1;1;0;1;50
202200011376;3;2;2;0;1;1;4;1;5;1;70
202200011377;4;1;2;0;1;1; -1;1;0;1;50
202200011378;6;-1;0;0;1;1; -1;1;9;1;20
202200011379;3;2;2;0;1;1; -1;1;0;3;80
202200011380;4;2;2;0;1;1; -1;1;0;3;50
202200011381;1;1;2;0;1;1; -1;1;3;3;70
202200011382;6;-1;0;0;1;1; -1;1;9;8;50
202200011383;3;2;2;0;1;1; -1;1;5;1;50
202200011384;3;2;2;0;1;1; -1;1;0;3;50
202200011385;4;2;2;0;1;1; -1;1;0;1;50
202200011386;3;2;0;0;3;1; -1;2;0;1;70
202200011387;3;2;2;0;1;1; -1;1;0;1;50
202200011388;4;2;2;0;1;1; -1;1;0;1;50
202200011389;4;1;4;0;1;1; -1;1;0;1;70
202200011390;3;2;2;0;1;1; -1;1;0;1;50
202200011391;3;2;2;0;1;1; -1;1;0;1;50
202200011392;4;2;4;0;1;1; -1;1;0;1;50
202200011393;4;2;2;0;1;1; -1;2;0;1;50
202200011394;4;2;4;0;1;1; -1;1;0;1;30
202200011395;3;3;4;0;1;1; -1;1;5;1;50
202200011396;4;2;2;0;1;1; -1;2;6;1;50
202200011397;3;2;1;0;1;1;4;1;0;1;30
202200011398;7;1;0;3;1;1; -1;2;0;1;50
202200011399;3;2;2;0;1;1; -1;1;0;1;30
202200011400;4;2;4;0;1;1; -1;1;0;1;30
202200011401;4;2;2;0;1;1; -1;2;0;1;30
202200011402;4;2;2;0;1;1; -1;1;0;1;30
202200011403;1;1;6;0;1;1; -1;1;0;1;130
202200011404;3;2;2;0;1;1; -1;1;0;1;50
202200011405;4;1;2;0;1;2; -1;1;5;1;30
202200011406;3;2;2;0;1;1; -1;1;0;1;50
202200011407;4;2;4;1;1;1; -1;1;-1;5;30
202200011408;4;2;2;0;1;1; -1;2;0;1;50
202200011409;3;3;2;0;2;1; -1;1;0;1;50
202200011410;3;2;2;0;1;1; -1;1;0;1;50
202200011411;4;3;2;2;1;1; -1;1;0;1;50
202200011412;4;3;2;0;1;1; -1;1;0;1;30
202200011413;7;3;2;2;2;1; -1;1;0;5;50
202200011414;3;2;4;3;1;1; -1;1;0;1;50
202200011415;7;2;5;3;2;1; -1;1;0;1;50
202200011416;3;2;2;0;1;1; -1;1;0;1;80
202200011417;4;3;2;0;1;1; -1;1;0;1;30
202200011418;4;2;2;0;1;1; -1;1;0;4;30
202200011419;3;2;2;0;1;1; -1;1;0;1;50
202200011420;3;2;2;0;1;1; -1;1;0;3;80
202200011421;4;3;2;0;2;2; -1;2;0;3;50
202200011422;4;2;2;0;1;1; -1;1;0;1;30
202200011423;3;2;2;0;1;1; -1;1;0;1;30
202200011424;4;2;2;0;1;1; -1;1;0;4;50
202200011425;2;3;4;0;2;3; -1;2;0;1;110
202200011426;4;3;2;0;1;1; -1;1;0;1;30
202200011427;3;2;2;0;1;1; -1;1;0;1;45
202200011428;4;2;2;0;1;1; -1;1;0;1;50
202200011429;4;-1;0;0;1;1; -1;1;0;5;30
202200011430;4;2;4;0;1;1; -1;1;0;1;30
202200011431;3;1;1;0;1;4; -1;8;9;1;50
202200011432;4;2;2;0;1;1;"5;5";1;0;1;50
202200011433;4;2;2;0;1;1; -1;1;0;1;50
202200011434;4;2;2;1;2;1; -1;1;-1;5;30
202200011435;3;2;2;0;1;1; -1;1;0;8;80
202200011436;4;2;4;0;1;1; -1;1;6;1;50
202200011437;4;2;2;0;1;1; -1;1;6;1;50
202200011438;7;2;6;3;1;1; -1;1;0;1;50
202200011439;4;2;2;0;1;1; -1;1;0;1;30
202200011440;4;1;2;0;1;2; -1;1;0;4;50
202200011441;4;1;2;1;2;1; -1;1;0;1;30
202200011442;3;2;2;0;1;1; -1;1;0;1;50
202200011443;4;1;1;0;1;1; -1;1;0;1;30
202200011444;3;2;2;0;1;1; -1;1;0;1;80
202200011445;4;3;4;0;1;1; -1;1;0;3;50
202200011446;3;2;2;0;1;3; -1;1;0;1;80
202200011447;4;2;6;0;1;1; -1;1;0;1;30
202200011448;4;1;1;0;1;1; -1;2;0;1;30
202200011449;3;2;2;0;2;2; -1;1;0;3;90
202200011450;3;3;2;0;1;1; -1;1;0;1;70
202200011451;4;2;6;3;1;1; -1;1;-1;6;30
202200011452;4;2;6;0;1;1; -1;1;0;1;30
202200011453;4;2;2;0;2;1; -1;9;5;1;30
202200011454;3;2;4;0;1;1;3;1;0;1;50
202200011455;3;2;2;0;1;1; -1;1;0;1;50
202200011456;4;2;3;2;1;1; -1;1;0;1;30
202200011457;6;-1; -1;0;1;1;3;1;0;8;-1
202200011458;4;2;2;0;1;1; -1;1;0;1;30
202200011459;4;2;2;0;1;1; -1;1;0;1;50
202200011460;4;1;1;1;1;1; -1;1;9;8;-1
202200011461;3;2;3;0;1;2; -1;1;9;1;80
202200011462;4;-1;2;0;1;1; -1;2;0;1;30
202200011463;3;2;2;0;1;1; -1;1;0;1;50
202200011464;3;2;2;0;1;3; -1;1;0;8;70
202200011465;3;1;1;0;1;2; -1;1;0;1;50
202200011466;3;3;4;0;1;1; -1;1;0;1;50
202200011467;4;-1;0;0;1;1; -1;1;0;4;30
202200011468;1;3;5;0;1;1; -1;1;0;2;130
202200011469;3;3;2;0;2;1; -1;1;0;4;50
202200011470;3;1;2;0;1;1; -1;1;0;1;50
202200011471;3;2;2;0;2;1; -1;1;0;1;80
202200011472;2;3;4;0;1;1; -1;1;0;3;110
202200011473;4;2;2;0;1;1; -1;1;5;1;50
202200011474;3;3;4;3;1;1; -1;1;0;1;50
202200011475;3;2;2;0;1;2; -1;1;0;1;80
202200011476;3;2;2;0;1;2; -1;1;0;8;50
202200011477;3;2;2;0;1;1; -1;1;0;1;50
202200011478;3;2;2;0;1;1; -1;1;0;3;90
202200011479;4;1;1;0;2;1; -1;2;0;1;50
202200011480;4;2;2;0;1;1; -1;1;0;1;50
202200011481;4;2;2;0;1;1; -1;1;0;1;50
202200011482;3;2;2;0;4;1; -1;1;0;1;80
202200011483;3;3;4;0;1;1; -1;1;0;1;50
202200011484;3;3;4;0;1;1; -1;1;5;1;50
202200011485;4;2;2;0;1;2;3;1;0;1;80
202200011486;3;2;2;0;1;1; -1;2;0;1;50
202200011487;3;1;2;0;1;2; -1;1;0;1;70
202200011488;3;2;2;0;1;1;6;1;0;3;-1
202200011489;3;3;4;0;1;1; -1;1;2;1;50
202200011490;4;2;2;0;1;1; -1;1;0;1;30
202200011491;3;1;3;0;1;1; -1;2;0;1;50
202200011492;3;2;2;0;1;4; -1;1;0;1;80
202200011493;3;1;2;0;1;2; -1;2;3;1;50
202200011494;3;2;2;0;1;1; -1;1;0;1;50
202200011495;2;1;2;1;1;3; -1;1;0;1;50
202200011496;4;2;2;0;1;3; -1;2;0;1;50
202200011497;3;2;2;0;1;1; -1;1;0;1;80
202200011498;3;2;2;0;2;1; -1;1;0;3;80
202200011499;3;3;2;0;2;1; -1;1;0;1;30
202200011500;3;2;2;0;2;4; -1;1;0;1;80
202200011501;3;2;3;0;1;2; -1;1;9;1;90
202200011502;1;2;2;0;1;1; -1;1;0;3;80
202200011503;2;3;4;0;1;1; -1;2;0;1;110
202200011504;3;2;2;0;1;1;"5;3";1;0;3;80
202200011505;3;2;2;0;1;1; -1;1;0;8;50
202200011506;1;3;4;0;2;2; -1;1;0;2;130
202200011507;4;1;1;0;1;1; -1;1;0;1;50
202200011508;4;2;2;0;1;3;4;1;0;1;50
202200011509;3;2;2;0;1;1; -1;1;0;1;80
202200011510;3;2;2;0;1;1; -1;1;0;1;50
202200011511;3;2;3;0;1;1; -1;1;0;1;90
202200011512;3;2;2;0;1;1;4;2;0;1;50
202200011513;3;2;2;0;1;1; -1;1;5;1;50
202200011514;4;2;2;0;1;1; -1;1;0;1;50
202200011515;3;1;1;0;1;1; -1;1;0;1;50
202200011516;4;1;2;0;1;1; -1;1;0;1;50
202200011517;4;1;2;3;1;1; -1;1;0;1;50
202200011518;3;2;3;0;1;1; -1;1;5;1;80
202200011519;4;1;2;1;1;1; -1;1;0;4;50
202200011520;3;2;2;0;2;4; -1;1;0;3;90
202200011521;3;2;2;0;1;1; -1;1;0;1;50
202200011522;3;1;4;3;1;1; -1;1;0;1;50
202200011523;7;3;2;0;1;1; -1;1;0;1;70
202200011524;3;2;2;0;1;1; -1;1;0;1;50
202200011525;3;2;2;0;1;2; -1;2;2;4;50
202200011526;4;2;2;0;1;1; -1;1;0;1;-1
202200011527;3;2;2;0;1;1; -1;1;0;1;90
202200011528;3;2;3;0;2;1; -1;1;0;3;80
202200011529;3;2;2;0;1;1; -1;1;0;1;80
202200011530;3;2;2;0;2;4; -1;1;0;3;80
202200011531;3;2;2;0;1;1; -1;1;0;1;80
202200011532;1;3;4;0;1;1; -1;1;0;1;130
202200011533;3;2;2;0;1;1; -1;1;0;3;80
202200011534;4;2;2;0;1;2;4;1;0;3;70
202200011535;3;2;2;0;1;1; -1;1;0;1;80
202200011536;3;2;2;0;1;2; -1;1;0;1;80
202200011537;3;2;2;0;2;2; -1;1;0;1;80
202200011538;3;2;2;0;2;3; -1;1;2;1;90
202200011539;3;2;2;0;2;2; -1;9;0;1;90
202200011540;3;2;2;0;1;4; -1;2;0;1;80
202200011541;3;2;2;0;1;3; -1;1;0;1;50
202200011542;1;1;4;0;1;1; -1;1;3;1;130
202200011543;1;3;4;0;2;3; -1;1;0;1;90
202200011544;3;2;1;0;1;1;3;1;0;1;90
202200011545;3;2;2;0;1;3; -1;1;0;3;70
202200011546;3;2;2;0;1;1; -1;1;0;1;80
202200011547;3;2;2;0;1;1; -1;1;0;1;90
202200011548;3;2;2;0;1;1; -1;1;0;3;80
202200011549;3;2;2;0;2;3; -1;1;0;3;50
202200011550;3;2;1;0;1;1;3;1;0;1;50
202200011551;3;2;2;0;1;1; -1;1;0;3;80
202200011552;3;2;2;0;1;3; -1;1;0;3;80
202200011553;3;2;2;0;1;1; -1;1;0;1;90
202200011554;3;2;2;0;2;3; -1;1;0;1;80
202200011555;3;2;2;0;1;1; -1;1;0;3;80
202200011556;3;2;2;0;2;1; -1;1;0;3;80
202200011557;4;1;1;0;1;3;5;1;0;1;-1
202200011558;3;1;2;0;1;1; -1;1;0;3;70
202200011559;6;-1; -1;0;1;1; -1;1;0;1;30
202200011560;3;2;2;0;1;1; -1;1;0;1;80
202200011561;3;2;2;0;4;1; -1;1;0;3;80
202200011562;7;2;2;2;1;1; -1;1;0;1;80
202200011563;4;2;2;0;1;1;5;1;0;3;50
202200011564;3;2;2;0;1;1;5;1;0;3;70
202200011565;2;2;2;0;1;1; -1;2;0;1;40
202200011566;2;3;2;0;1;1;"10;5";1;0;1;110
202200011567;1;3;4;0;1;1; -1;2;0;1;90
202200011568;2;2;2;0;4;2; -1;2;0;1;80
202200011569;4;2;2;0;1;3;4;1;0;8;80
202200011570;3;2;2;0;1;1; -1;1;0;1;70
202200011571;3;2;2;0;1;1; -1;1;0;1;30
202200011572;3;2;2;0;1;3; -1;1;0;1;80
202200011573;4;2;1;0;1;1;3;1;5;1;50
202200011574;7;1;1;0;1;1; -1;1;5;1;50
202200011575;7;2;2;0;2;3; -1;1;0;1;80
202200011576;3;2;2;0;1;3; -1;1;0;3;80
202200011577;1;3;6;0;2;1; -1;1;0;1;130
202200011578;3;2;2;0;1;1; -1;1;0;8;80
202200011579;3;2;2;0;1;1; -1;1;0;3;90
202200011580;2;2;2;0;2;1; -1;1;8;1;50
202200011581;7;2;2;0;2;3; -1;1;0;8;80
202200011582;5;2;2;0;1;1;4;1;0;1;30
202200011583;4;2;2;0;1;1; -1;1;5;1;50
202200011584;4;2;2;1;1;1;4;1;0;1;50
202200011585;3;2;2;0;2;1; -1;1;0;1;80
202200011586;7;2;2;2;1;1; -1;1;0;1;50
202200011587;3;2;2;0;1;1; -1;1;0;1;80
202200011588;4;2;2;0;1;1; -1;1;0;1;50
202200011589;3;2;2;0;1;2; -1;1;0;3;50
202200011590;3;2;2;0;1;2; -1;1;0;3;80
202200011591;3;2;2;0;2;3; -1;1;0;1;90
202200011592;3;2;2;0;2;2; -1;1;0;3;80
202200011593;3;2;2;0;1;1; -1;1;0;4;50
202200011594;3;1;2;0;1;1;5;1;0;1;50
202200011595;3;2;2;0;4;3; -1;1;0;8;-1
202200011596;4;2;2;1;1;1;7;1;0;1;50
202200011597;1;1;2;0;1;1; -1;1;0;1;110
202200011598;1;1;4;0;1;1; -1;1;1;1;70
202200011599;1;1;2;0;2;1; -1;1;0;1;110
202200011600;3;2;2;0;1;1; -1;1;0;1;80
202200011601;1;3;6;0;2;2; -1;1;0;2;110
202200011602;4;2;2;0;2;1;5;1;0;8;50
202200011603;1;1;3;0;2;3; -1;1;3;1;70
202200011604;1;3;5;0;2;3; -1;1;0;1;90
202200011605;3;2;2;0;1;1; -1;1;0;1;50
202200011606;1;3;6;0;1;3; -1;1;0;1;90
202200011607;1;1;3;0;1;1; -1;1;0;1;110
202200011608;1;1;3;0;1;1; -1;1;0;1;110
202200011609;1;1;3;0;1;1; -1;1;0;1;90
202200011610;1;1;3;0;2;1; -1;1;0;3;90
202200011611;1;3;3;0;1;1; -1;2;3;1;110
202200011612;3;2;3;0;1;1; -1;2;0;1;50
202200011613;7;3;6;0;1;1; -1;1;0;2;70
202200011614;1;3;8;0;1;1; -1;1;0;1;70
202200011615;1;3;4;0;1;1; -1;1;0;1;70
202200011616;1;3;6;0;1;1; -1;1;0;1;110
202200011617;1;3;6;0;1;1; -1;1;2;1;90
202200011618;1;1;2;0;1;1; -1;1;2;1;70
202200011619;1;1;2;0;1;1; -1;2;3;1;50
202200011620;1;1;1;0;1;1; -1;1;0;1;70
202200011621;1;1;4;0;1;1; -1;2;0;1;90
202200011622;1;1;2;0;1;1; -1;1;1;1;70
202200011623;4;3;2;2;2;1; -1;1;0;1;50
202200011624;1;1;4;0;1;2; -1;1;0;1;90
202200011625;2;2;2;0;1;1; -1;1;9;1;50
202200011626;4;-1;2;0;1;1; -1;2;0;1;50
202200011627;1;-1;3;0;1;1; -1;1;0;1;90
202200011628;1;1;2;0;1;1; -1;1;0;1;110
202200011629;4;2;2;0;1;3; -1;2;9;1;30
202200011630;2;3;2;0;3;2; -1;1;0;1;70
202200011631;4;2;2;3;1;1; -1;1;0;1;15
202200011632;4;1;1;0;1;1; -1;1;0;1;50
202200011633;1;1;1;0;1;3; -1;1;0;1;50
202200011634;4;2;2;0;1;1; -1;1;0;1;50
202200011635;1;-1;3;0;1;1; -1;1;0;1;110
202200011636;4;2;2;0;1;2; -1;1;6;1;50
202200011637;1;1;3;0;1;2; -1;1;0;1;70
202200011638;3;1;1;0;1;2; -1;9;0;1;50
202200011639;4;2;2;0;1;1; -1;1;0;1;50
202200011640;1;1;4;0;1;1; -1;1;0;1;90
202200011641;4;2;1;2;1;1; -1;1;0;1;30
202200011642;4;2;2;0;1;1; -1;1;0;1;50
202200011643;4;2;2;2;1;1; -1;2;0;1;50
202200011644;4;3;4;0;1;1; -1;1;0;1;70
202200011645;3;2;2;0;1;1; -1;1;0;1;50
202200011646;2;-1;2;0;1;1; -1;1;9;1;50
202200011647;2;2;0;0;2;1; -1;1;0;1;50
202200011648;2;1;4;0;1;3; -1;1;3;1;70
202200011649;2;2;2;0;1;1; -1;2;0;3;70
202200011650;2;-1;0;0;1;1; -1;1;0;3;10
202200011651;2;2;4;0;1;1; -1;1;0;4;50
202200011652;2;-1;6;0;1;3; -1;1;0;1;60
202200011653;3;2;2;0;1;1; -1;1;0;1;80
202200011654;4;2;2;0;1;1; -1;1;0;1;50
202200011655;2;1;2;0;1;2; -1;1;0;1;50
202200011656;3;2;5;0;1;1; -1;1;0;1;50
202200011657;4;2;3;0;1;1; -1;1;0;1;50
202200011658;3;3;2;2;1;1; -1;2;0;1;50
202200011659;4;1;1;0;1;1; -1;1;0;1;30
202200011660;4;2;4;2;1;1; -1;1;0;1;50
202200011661;4;3;2;0;1;1; -1;1;0;1;50
202200011662;4;2;2;0;1;1; -1;1;0;1;50
202200011663;4;2;2;0;1;2; -1;1;0;1;50
202200011664;4;1;1;0;1;1; -1;1;-1;1;30
202200011665;3;2;2;0;2;3; -1;1;0;1;50
202200011666;3;2;2;0;1;1; -1;1;0;1;50
202200011667;7;2;2;0;1;3; -1;1;0;1;50
202200011668;4;2;4;1;1;1; -1;1;0;1;50
202200011669;4;2;2;0;1;1; -1;1;0;1;70
202200011670;3;1;2;0;1;2; -1;1;0;1;50
202200011671;4;2;2;0;1;1; -1;1;0;1;30
202200011672;3;2;2;0;1;3; -1;1;0;1;50
202200011673;3;3;4;0;1;1; -1;2;0;1;50
202200011674;4;2;2;2;1;2; -1;1;0;1;50
202200011675;3;2;2;0;1;2; -1;1;9;3;50
202200011676;7;-1;2;0;1;1; -1;1;0;1;30
202200011677;7;2;2;2;1;1; -1;1;0;1;30
202200011678;7;2;2;0;2;1; -1;2;0;8;50
202200011679;3;2;2;0;1;3; -1;1;0;3;70
202200011680;4;3;5;3;1;1; -1;1;5;1;50
202200011681;4;2;2;0;1;1; -1;2;0;1;50
202200011682;4;2;5;1;1;1; -1;1;0;1;50
202200011683;4;2;4;0;1;2; -1;1;0;3;50
202200011684;3;2;4;0;1;1; -1;1;0;1;50
202200011685;4;1;1;2;1;1; -1;1;0;5;30
202200011686;4;1;1;0;1;1; -1;2;0;4;30
202200011687;7;1;2;0;1;2; -1;1;0;1;50
202200011688;4;2;2;0;1;2; -1;1;0;1;50
202200011689;3;2;2;0;1;1; -1;2;0;1;30
202200011690;3;2;2;0;1;1; -1;1;5;1;50
202200011691;4;-1;1;0;4;1; -1;2;9;4;30
